,total_acidity,chlorides,pH,sulphates,alcohol,quality
5578,14.31,0.07,3.06,0.49,9.0,0
6291,8.77,0.078,3.3,0.48,10.2,0
6237,8.03,0.084,3.36,0.54,10.5,1
5510,8.14,0.077,3.32,0.6,10.0,1
5325,10.5,0.077,3.26,0.56,10.6,1
5102,7.79,0.089,3.34,0.56,9.2,1
5012,8.549999999999999,0.104,3.19,0.93,9.5,0
5438,10.03,0.101,3.26,0.67,9.6,0
5337,7.8,0.062,3.08,0.6,9.3,0
6067,8.389999999999999,0.086,3.32,0.62,11.5,1
6051,10.37,0.083,3.23,0.66,11.1,1
5866,9.83,0.068,3.2,0.6,12.2,1
5557,7.959999999999999,0.096,3.41,0.57,11.0,0
5300,13.219999999999999,0.085,3.1,0.61,10.5,1
5213,7.739999999999999,0.096,3.42,0.65,11.0,1
5708,7.89,0.068,3.3,0.47,10.5,0
5262,14.075000000000001,0.083,3.07,0.73,10.0,1
5900,9.719999999999999,0.063,3.26,0.84,11.7,1
5848,9.469999999999999,0.075,3.41,0.76,11.9,1
5901,7.48,0.067,3.36,0.55,12.8,1
5551,10.32,0.079,3.12,0.54,12.0,1
6156,7.4399999999999995,0.123,3.44,0.63,11.3,1
6031,7.75,0.089,3.37,0.68,11.2,1
6039,8.9,0.08,3.27,0.85,11.0,1
5913,11.350000000000001,0.075,3.06,0.84,11.4,1
6227,8.26,0.083,3.29,0.56,9.8,1
5249,9.895,0.096,3.35,0.83,9.4,1
4914,9.34,0.092,3.3,0.75,10.5,1
6125,9.83,0.104,3.27,0.72,9.6,0
6105,11.170000000000002,0.136,3.35,0.94,10.0,0
6239,8.03,0.084,3.36,0.54,10.5,1
5152,7.699999999999999,0.074,3.47,0.7,9.9,1
5126,8.38,0.073,3.37,0.58,10.5,1
5754,10.05,0.08,3.47,0.73,10.9,1
5485,8.27,0.108,3.26,0.59,9.3,0
5702,9.14,0.084,3.26,0.57,9.9,1
5838,10.45,0.074,3.36,0.76,12.4,1
6492,6.88,0.09,3.45,0.58,10.5,0
6106,8.020000000000001,0.074,3.4,0.85,11.0,1
5826,9.34,0.055,3.18,0.8,11.2,0
6121,11.33,0.074,3.23,0.76,12.0,1
6118,11.74,0.132,3.28,0.77,11.5,1
4944,9.065,0.114,3.25,0.73,9.2,0
6259,9.290000000000001,0.093,3.36,0.54,10.1,0
6328,8.05,0.066,3.37,0.62,10.4,0
5679,7.1,0.114,3.66,0.65,9.8,0
5103,13.840000000000002,0.095,3.2,0.77,10.8,1
5262,14.075000000000001,0.083,3.07,0.73,10.0,1
5386,12.47,0.081,3.32,0.92,10.8,1
5333,13.320000000000002,0.091,3.16,0.49,9.5,0
5403,11.32,0.072,3.16,0.78,12.5,1
6401,7.03,0.077,3.51,0.69,11.0,1
5876,7.720000000000001,0.061,3.28,0.49,11.3,1
6482,7.460000000000001,0.061,3.29,0.8,11.6,1
6010,8.64,0.056,3.29,0.71,11.0,1
5354,9.88,0.095,3.37,0.58,10.3,0
5245,14.96,0.093,3.02,0.93,12.0,1
5134,7.83,0.097,3.37,0.58,9.0,1
5527,8.515,0.111,3.21,0.61,9.3,0
5515,12.32,0.079,3.03,0.93,9.8,1
5263,10.92,0.107,3.26,0.93,11.8,1
6390,6.91,0.05,3.57,0.54,11.95,0
6031,7.75,0.089,3.37,0.68,11.2,1
5937,9.610000000000001,0.088,3.33,0.83,11.1,1
5373,10.52,0.087,3.14,0.6,10.2,0
4914,9.34,0.092,3.3,0.75,10.5,1
6255,7.97,0.078,3.6,0.59,11.1,1
5498,9.384999999999998,0.088,3.26,0.47,10.0,0
6469,6.92,0.038,3.44,0.65,11.1,1
4975,7.585,0.104,3.52,0.55,10.7,1
5720,7.37,0.076,3.61,0.64,9.8,0
5209,8.67,0.072,3.27,0.54,9.4,1
5405,12.42,0.084,3.17,0.71,9.5,1
6291,8.77,0.078,3.3,0.48,10.2,0
6377,9.079999999999998,0.104,3.39,0.68,10.6,0
6137,7.17,0.057,3.45,0.56,11.8,0
5938,8.365,0.088,3.58,0.67,10.2,0
6028,9.7,0.058,3.18,0.63,10.4,1
5930,8.92,0.095,3.36,0.53,9.6,0
5392,7.12,0.051,3.44,0.55,12.1,1
6103,8.020000000000001,0.074,3.4,0.85,11.0,1
5437,12.44,0.1,3.22,0.62,11.2,0
4996,8.56,0.079,3.39,0.56,9.8,0
6488,7.0,0.077,3.32,0.82,11.6,1
5184,13.0,0.073,3.1,0.76,10.3,1
6408,6.970000000000001,0.047,3.47,0.77,9.7,1
5747,7.24,0.08,3.58,0.66,9.8,0
5863,9.040000000000001,0.065,3.34,0.86,11.0,1
5888,8.209999999999999,0.097,3.16,0.49,9.4,0
5729,6.590000000000001,0.071,3.56,0.77,11.1,1
5760,8.24,0.067,3.24,0.44,10.4,0
5729,6.590000000000001,0.071,3.56,0.77,11.1,1
6216,8.4,0.083,3.26,0.58,9.8,1
5256,12.99,0.109,3.15,0.85,10.4,1
5915,8.549999999999999,0.049,2.89,0.44,12.7,1
5590,9.6,0.422,3.03,1.17,9.0,0
6484,8.219999999999999,0.065,3.34,0.85,11.4,1
5892,10.799999999999999,0.092,3.15,0.43,9.4,0
5152,7.699999999999999,0.074,3.47,0.7,9.9,1
5932,9.825,0.077,3.2,0.47,9.7,1
6480,6.914999999999999,0.053,3.57,0.5,11.9,0
6067,8.389999999999999,0.086,3.32,0.62,11.5,1
4906,8.399999999999999,0.073,3.36,0.57,9.5,1
5172,8.33,0.088,3.38,0.77,9.4,0
6121,11.33,0.074,3.23,0.76,12.0,1
5568,7.540000000000001,0.083,3.26,0.58,10.0,0
5480,12.68,0.083,3.19,0.43,9.2,0
6168,5.39,0.048,3.7,0.75,14.0,1
4995,7.75,0.07,3.25,0.63,9.2,0
5011,10.85,0.08,3.32,0.67,9.7,1
6243,8.879999999999999,0.063,3.25,0.53,10.2,1
5328,11.21,0.066,3.15,0.9,11.0,1
6060,9.24,0.075,3.14,0.71,11.8,1
5063,8.91,0.1,3.19,0.62,9.5,0
6282,8.004999999999999,0.107,3.19,0.5,9.5,0
5126,8.38,0.073,3.37,0.58,10.5,1
6388,7.81,0.039,3.39,0.56,12.4,1
4965,7.375,0.076,3.44,0.58,10.7,0
5207,8.07,0.062,3.41,0.53,9.5,1
6212,7.57,0.086,3.4,0.53,10.1,1
5997,9.5,0.096,3.2,0.52,9.4,0
6387,6.87,0.048,3.44,0.76,10.8,1
5354,9.88,0.095,3.37,0.58,10.3,0
6456,7.86,0.235,3.22,0.56,9.5,0
6331,6.66,0.069,3.42,0.74,10.1,1
5394,8.57,0.081,3.43,0.65,9.0,1
5754,10.05,0.08,3.47,0.73,10.9,1
5049,10.719999999999999,0.61,2.74,2.0,9.4,0
4940,8.19,0.332,3.21,0.9,10.5,1
5915,8.549999999999999,0.049,2.89,0.44,12.7,1
5484,11.9,0.094,3.12,1.02,10.6,1
6137,7.17,0.057,3.45,0.56,11.8,0
5803,9.979999999999999,0.081,3.23,0.59,9.5,0
5885,7.76,0.08,3.44,0.5,9.4,0
5860,7.1899999999999995,0.115,3.38,0.69,9.5,0
5946,10.15,0.081,3.27,0.78,10.9,1
5741,8.135,0.088,3.28,0.62,9.4,0
6329,8.34,0.069,3.26,0.54,9.9,1
5970,7.81,0.083,3.4,0.58,9.5,1
6046,8.61,0.086,3.39,0.66,11.6,1
5688,8.200000000000001,0.082,3.33,0.68,9.7,1
5114,9.485,0.101,3.14,0.57,11.0,0
6026,10.76,0.095,3.22,0.68,10.0,0
5981,9.569999999999999,0.072,3.33,0.77,12.0,1
6118,11.74,0.132,3.28,0.77,11.5,1
4995,7.75,0.07,3.25,0.63,9.2,0
6086,7.57,0.08,3.36,0.7,10.9,0
5241,11.760000000000002,0.118,3.3,0.75,9.8,1
5395,7.86,0.09,3.32,0.79,11.1,0
6368,10.799999999999999,0.084,2.88,0.47,9.7,0
5215,10.489999999999998,0.082,3.3,0.64,10.4,1
6220,9.86,0.058,3.18,0.55,11.4,0
5651,9.05,0.089,3.29,0.55,9.5,0
5476,9.760000000000002,0.085,3.29,0.6,9.8,0
5923,9.43,0.095,3.33,0.6,10.4,1
5263,10.92,0.107,3.26,0.93,11.8,1
5957,9.91,0.101,3.21,0.59,12.1,1
5195,7.789999999999999,0.083,3.67,0.73,9.6,0
5337,7.8,0.062,3.08,0.6,9.3,0
5241,11.760000000000002,0.118,3.3,0.75,9.8,1
6371,6.779999999999999,0.071,3.38,0.54,11.0,0
6295,8.15,0.08,3.28,0.52,9.9,0
5188,9.309999999999999,0.091,3.34,0.86,10.6,1
5245,14.96,0.093,3.02,0.93,12.0,1
4934,8.540000000000001,0.086,3.42,0.6,10.8,1
5759,7.47,0.039,3.66,0.6,11.5,1
4938,8.11,0.074,3.33,0.83,10.5,0
5126,8.38,0.073,3.37,0.58,10.5,1
6067,8.389999999999999,0.086,3.32,0.62,11.5,1
5753,8.354999999999999,0.071,3.51,0.71,11.7,1
5282,8.49,0.087,3.42,0.74,9.2,0
6261,9.1,0.08,3.29,0.48,9.8,0
5320,8.86,0.047,3.36,0.44,10.9,0
5837,6.83,0.073,3.61,0.54,11.4,0
6092,7.865,0.114,3.22,0.59,9.5,1
6181,9.61,0.096,3.26,0.63,10.2,1
5498,9.384999999999998,0.088,3.26,0.47,10.0,0
5761,7.88,0.078,3.51,0.53,9.7,0
6121,11.33,0.074,3.23,0.76,12.0,1
5485,8.27,0.108,3.26,0.59,9.3,0
5590,9.6,0.422,3.03,1.17,9.0,0
5050,8.129999999999999,0.095,3.35,0.54,10.1,0
5248,11.59,0.107,3.28,0.98,9.9,1
6261,9.1,0.08,3.29,0.48,9.8,0
5026,8.75,0.065,3.42,0.92,10.5,1
5895,6.26,0.087,3.71,0.63,12.8,1
5708,7.89,0.068,3.3,0.47,10.5,0
5604,7.86,0.093,3.4,0.47,10.0,0
5491,10.97,0.094,3.29,0.58,9.0,0
5363,10.69,0.098,3.48,0.91,9.7,0
5878,9.9,0.065,3.32,0.71,10.5,1
5777,7.84,0.076,3.53,0.55,9.5,0
6392,6.8,0.066,3.42,0.7,10.0,1
5736,10.76,0.075,3.24,0.83,11.2,1
5609,9.805,0.093,3.38,0.61,9.5,0
5857,8.64,0.089,3.36,0.61,10.0,0
6397,7.670000000000001,0.054,3.45,0.63,11.5,1
5265,11.584999999999999,0.076,3.16,0.69,9.0,0
5246,10.47,0.089,3.11,0.92,10.0,1
5829,8.02,0.074,3.48,0.65,9.8,0
5446,13.24,0.079,3.12,0.75,10.4,1
5237,13.32,0.082,3.11,1.36,9.8,1
5125,9.96,0.089,3.39,0.63,9.8,0
5675,7.705,0.241,3.4,0.59,10.3,1
5116,8.18,0.076,3.39,0.54,9.7,0
5992,7.414999999999999,0.117,3.35,0.49,10.8,1
6459,8.66,0.08,3.21,0.52,9.9,0
6412,7.95,0.074,3.53,0.72,9.233333333,1
5480,12.68,0.083,3.19,0.43,9.2,0
5322,8.86,0.047,3.36,0.44,10.9,0
5335,12.28,0.066,3.17,0.66,11.2,1
5218,10.850000000000001,0.083,3.37,0.71,11.5,1
5405,12.42,0.084,3.17,0.71,9.5,1
6292,7.11,0.07,3.32,0.48,9.2,0
5289,14.794999999999998,0.085,3.06,0.8,10.0,1
4962,7.975,0.086,3.41,0.39,10.9,0
5715,11.51,0.084,3.28,0.73,11.9,1
6384,7.6899999999999995,0.07,3.38,0.6,10.3,0
6027,11.28,0.092,3.21,0.69,10.5,1
5071,8.07,0.068,3.42,0.57,11.5,1
6179,7.76,0.077,3.37,0.64,10.4,1
4903,8.06,0.075,3.51,0.56,9.4,0
5188,9.309999999999999,0.091,3.34,0.86,10.6,1
5337,7.8,0.062,3.08,0.6,9.3,0
5745,8.24,0.078,3.5,0.7,9.9,1
6078,8.879999999999999,0.076,3.27,0.81,11.0,1
5454,11.92,0.118,3.07,0.56,11.7,1
6159,7.32,0.083,3.59,0.55,11.2,0
6141,9.080000000000002,0.082,3.37,0.62,9.5,0
5157,10.780000000000001,0.085,3.36,0.8,10.5,1
4989,9.37,0.11,2.93,1.95,9.9,1
5988,10.8,0.083,2.98,0.63,11.8,1
5238,13.04,0.066,3.12,1.18,9.2,1
5515,12.32,0.079,3.03,0.93,9.8,1
5957,9.91,0.101,3.21,0.59,12.1,1
5988,10.8,0.083,2.98,0.63,11.8,1
5152,7.699999999999999,0.074,3.47,0.7,9.9,1
6103,8.020000000000001,0.074,3.4,0.85,11.0,1
6014,7.76,0.091,3.38,0.6,11.3,1
5744,7.25,0.081,3.59,0.66,9.8,0
5518,9.08,0.076,3.27,0.61,9.4,0
5006,8.86,0.091,3.37,0.8,9.6,1
6171,8.28,0.073,3.1,0.43,9.3,0
5277,9.100000000000001,0.094,3.31,0.7,10.8,1
5714,10.5,0.081,3.23,0.58,10.5,1
6482,7.460000000000001,0.061,3.29,0.8,11.6,1
5630,8.165,0.092,3.39,0.47,9.6,0
5419,8.5,0.088,3.48,0.64,9.1,0
6219,5.74,0.041,4.01,0.59,12.5,1
5708,7.89,0.068,3.3,0.47,10.5,0
4957,7.999999999999999,0.074,3.41,0.54,9.4,1
5095,12.4,0.067,3.11,0.97,10.1,1
4995,7.75,0.07,3.25,0.63,9.2,0
5377,10.195,0.077,3.19,0.7,10.1,1
5360,11.94,0.085,3.18,0.61,11.8,0
5157,10.780000000000001,0.085,3.36,0.8,10.5,1
5691,8.3,0.055,3.38,0.56,10.8,0
5746,7.25,0.081,3.59,0.66,9.8,0
5580,9.270000000000001,0.078,3.33,0.54,9.8,0
5016,9.39,0.119,3.21,0.6,10.9,1
5325,10.5,0.077,3.26,0.56,10.6,1
6308,7.56,0.082,3.5,0.44,11.9,1
5315,7.7,0.091,3.44,0.48,10.5,0
6408,6.970000000000001,0.047,3.47,0.77,9.7,1
5502,9.010000000000002,0.096,3.17,0.62,9.1,1
5675,7.705,0.241,3.4,0.59,10.3,1
6076,6.515,0.041,3.68,0.73,11.4,0
6159,7.32,0.083,3.59,0.55,11.2,0
5112,8.615,0.092,3.24,0.71,9.8,1
6387,6.87,0.048,3.44,0.76,10.8,1
5695,10.11,0.038,3.24,0.81,10.8,1
5944,8.379999999999999,0.076,3.31,0.62,10.7,1
6408,6.970000000000001,0.047,3.47,0.77,9.7,1
5821,7.52,0.084,3.38,0.64,10.1,1
5977,8.88,0.05,3.01,0.51,12.3,1
4927,8.445,0.082,3.38,0.59,9.8,1
5978,11.13,0.047,3.16,0.51,11.8,1
5225,11.24,0.107,3.28,0.83,11.5,0
6456,7.86,0.235,3.22,0.56,9.5,0
6441,11.959999999999999,0.064,3.25,0.57,10.4,1
5343,10.334999999999999,0.079,3.23,0.56,10.1,1
6106,8.020000000000001,0.074,3.4,0.85,11.0,1
6344,7.55,0.078,3.4,0.75,9.8,0
5125,9.96,0.089,3.39,0.63,9.8,0
5135,7.845000000000001,0.097,3.37,0.58,9.2,1
5095,12.4,0.067,3.11,0.97,10.1,1
6234,6.5,0.057,3.36,0.45,9.5,0
5498,9.384999999999998,0.088,3.26,0.47,10.0,0
6125,9.83,0.104,3.27,0.72,9.6,0
6055,5.789999999999999,0.042,3.46,0.87,12.9,1
6416,8.33,0.114,3.32,0.63,10.5,0
6356,9.09,0.067,3.39,0.6,10.5,0
5238,13.04,0.066,3.12,1.18,9.2,1
6426,8.68,0.096,3.31,0.67,10.1,1
5126,8.38,0.073,3.37,0.58,10.5,1
5645,9.33,0.083,3.3,0.48,9.4,0
5821,7.52,0.084,3.38,0.64,10.1,1
4995,7.75,0.07,3.25,0.63,9.2,0
5269,8.540000000000001,0.056,3.32,0.87,8.7,1
5805,6.66,0.079,3.59,0.54,11.5,1
6291,8.77,0.078,3.3,0.48,10.2,0
4906,8.399999999999999,0.073,3.36,0.57,9.5,1
6070,10.58,0.074,3.27,0.74,12.3,1
6321,7.0200000000000005,0.123,3.5,0.5309586140519731,11.0,0
5217,10.489999999999998,0.082,3.3,0.64,10.4,1
5291,9.675,0.112,3.16,0.54,9.1,0
5278,8.98,0.08,3.21,0.8,9.4,1
6174,9.3,0.05,3.28,0.56,12.0,0
6234,6.5,0.057,3.36,0.45,9.5,0
6473,8.42,0.06,3.26,0.64,11.8,1
6202,8.600000000000001,0.087,3.12,0.44,9.2,0
6312,10.91,0.077,3.2,0.78,9.6,0
6366,8.1,0.062,3.3,0.65,10.0,1
5860,7.1899999999999995,0.115,3.38,0.69,9.5,0
6050,9.15,0.118,3.15,0.53,9.8,0
5434,10.770000000000001,0.077,3.09,0.57,9.4,0
5215,10.489999999999998,0.082,3.3,0.64,10.4,1
6153,6.759999999999999,0.069,3.47,0.45,11.0,0
5787,11.94,0.112,3.22,0.68,9.3,0
5209,8.67,0.072,3.27,0.54,9.4,1
6441,11.959999999999999,0.064,3.25,0.57,10.4,1
5892,10.799999999999999,0.092,3.15,0.43,9.4,0
5478,13.290000000000001,0.089,3.19,0.44,9.6,0
5225,11.24,0.107,3.28,0.83,11.5,0
5262,14.075000000000001,0.083,3.07,0.73,10.0,1
5594,7.67,0.066,3.47,0.67,9.5,1
6068,9.899999999999999,0.062,3.2,0.67,10.5,1
5343,10.334999999999999,0.079,3.23,0.56,10.1,1
5343,10.334999999999999,0.079,3.23,0.56,10.1,1
5880,8.14,0.07,3.34,0.82,12.9,1
4989,9.37,0.11,2.93,1.95,9.9,1
6347,7.89,0.056,3.23,0.76,11.3,1
5237,13.32,0.082,3.11,1.36,9.8,1
5639,9.969999999999999,0.078,3.21,0.57,9.5,0
5511,8.97,0.058,3.26,0.74,9.8,0
5654,7.289999999999999,0.057,3.6,0.46,11.2,1
5395,7.86,0.09,3.32,0.79,11.1,0
5726,8.459999999999999,0.065,3.46,0.74,12.7,1
5215,10.489999999999998,0.082,3.3,0.64,10.4,1
6101,10.83,0.111,3.14,0.55,9.4,0
5066,7.5,0.089,3.47,0.55,10.4,1
6422,6.61,0.075,3.39,0.78,10.0,1
6066,7.109999999999999,0.067,3.21,0.56,12.0,1
5865,9.36,0.097,3.13,0.48,9.2,0
5023,9.659999999999998,0.146,3.16,0.7,9.4,0
5238,13.04,0.066,3.12,1.18,9.2,1
5700,5.685,0.044,3.56,0.94,12.9,1
5496,9.265,0.078,3.2,0.48,9.8,1
4946,7.030000000000001,0.066,3.34,0.56,9.2,0
5803,9.979999999999999,0.081,3.23,0.59,9.5,0
5507,6.8500000000000005,0.075,3.56,0.52,12.7,1
6289,8.860000000000001,0.094,3.37,0.58,11.0,0
5910,8.855,0.102,3.23,0.48,10.0,0
5679,7.1,0.114,3.66,0.65,9.8,0
5754,10.05,0.08,3.47,0.73,10.9,1
5358,10.149999999999999,0.083,3.35,0.61,11.3,1
5580,9.270000000000001,0.078,3.33,0.54,9.8,0
5632,8.459999999999999,0.075,3.48,0.62,9.3,0
5360,11.94,0.085,3.18,0.61,11.8,0
5267,10.2,0.074,3.2,1.13,12.0,1
6371,6.779999999999999,0.071,3.38,0.54,11.0,0
6029,6.300000000000001,0.045,3.32,0.44,9.5,0
6339,8.375,0.094,3.16,0.52,9.566666667,1
5580,9.270000000000001,0.078,3.33,0.54,9.8,0
6468,7.290000000000001,0.23,3.37,0.93,12.4,1
4923,6.85,0.08,3.34,0.56,9.3,0
6377,9.079999999999998,0.104,3.39,0.68,10.6,0
5952,9.11,0.095,3.13,0.62,9.1,1
6181,9.61,0.096,3.26,0.63,10.2,1
6264,8.12,0.094,3.24,0.5,9.8,0
5219,10.17,0.09,3.24,0.62,9.7,0
6251,8.274999999999999,0.086,3.37,0.46,10.3,0
5913,11.350000000000001,0.075,3.06,0.84,11.4,1
6436,6.93,0.081,3.57,0.63,12.0,0
6300,8.32,0.052,3.44,0.82,11.9,1
6369,7.48,0.067,3.43,0.52,12.6,0
5449,10.07,0.092,3.19,0.73,10.0,1
5892,10.799999999999999,0.092,3.15,0.43,9.4,0
5760,8.24,0.067,3.24,0.44,10.4,0
6262,7.824999999999999,0.096,3.46,0.53,11.8,1
5040,5.54,0.05,3.68,0.79,14.0,1
6349,8.559999999999999,0.104,3.33,0.78,11.0,1
4979,8.93,0.464,3.13,1.28,9.4,0
5821,7.52,0.084,3.38,0.64,10.1,1
6145,8.14,0.082,3.49,0.68,10.5,0
5698,7.890000000000001,0.082,3.25,0.51,9.4,0
5061,8.26,0.07,3.37,0.49,9.4,0
5217,10.489999999999998,0.082,3.3,0.64,10.4,1
5745,8.24,0.078,3.5,0.7,9.9,1
5368,13.97,0.093,3.05,0.61,10.6,0
5172,8.33,0.088,3.38,0.77,9.4,0
5534,10.76,0.086,3.24,0.53,9.4,0
5967,8.969999999999999,0.086,3.31,0.62,10.8,0
5575,9.51,0.084,3.4,0.48,9.9,0
6028,9.7,0.058,3.18,0.63,10.4,1
5282,8.49,0.087,3.42,0.74,9.2,0
5131,7.67,0.081,3.46,0.5,11.0,0
5133,7.83,0.097,3.37,0.58,9.0,1
6020,6.77,0.055,3.45,0.48,12.3,1
6145,8.14,0.082,3.49,0.68,10.5,0
5821,7.52,0.084,3.38,0.64,10.1,1
5516,12.360000000000001,0.122,3.13,0.7,10.2,0
5476,9.760000000000002,0.085,3.29,0.6,9.8,0
4904,8.56,0.069,3.3,0.46,9.4,0
5662,9.889999999999999,0.093,3.31,0.55,9.5,1
4934,8.540000000000001,0.086,3.42,0.6,10.8,1
5768,8.425,0.064,3.41,0.57,11.8,1
6387,6.87,0.048,3.44,0.76,10.8,1
5505,9.690000000000001,0.092,3.31,0.53,10.5,1
6031,7.75,0.089,3.37,0.68,11.2,1
6029,6.300000000000001,0.045,3.32,0.44,9.5,0
6150,7.819999999999999,0.123,3.45,0.58,9.8,0
5139,12.940000000000001,0.093,3.14,0.71,10.9,1
5781,7.84,0.076,3.53,0.55,9.5,0
5000,8.825,0.08,3.3,0.59,9.0,1
5442,15.350000000000001,0.075,2.86,0.79,8.4,1
6177,10.490000000000002,0.062,3.14,0.57,11.5,1
6234,6.5,0.057,3.36,0.45,9.5,0
5675,7.705,0.241,3.4,0.59,10.3,1
5049,10.719999999999999,0.61,2.74,2.0,9.4,0
5761,7.88,0.078,3.51,0.53,9.7,0
6122,13.48,0.08,3.07,0.82,10.3,1
6311,10.72,0.104,3.04,0.9,10.1,0
4995,7.75,0.07,3.25,0.63,9.2,0
6179,7.76,0.077,3.37,0.64,10.4,1
6174,9.3,0.05,3.28,0.56,12.0,0
6473,8.42,0.06,3.26,0.64,11.8,1
5597,12.730000000000002,0.071,3.11,0.62,10.8,1
6124,8.11,0.08,3.02,0.47,9.2,0
6401,7.03,0.077,3.51,0.69,11.0,1
6366,8.1,0.062,3.3,0.65,10.0,1
5857,8.64,0.089,3.36,0.61,10.0,0
5295,12.68,0.087,3.18,0.65,11.0,1
6041,7.52,0.065,3.61,0.82,10.0,1
5584,7.93,0.07,3.44,0.6,9.1,0
5127,7.67,0.081,3.46,0.5,11.0,0
6353,7.4,0.052,3.5,0.63,10.9,1
5949,9.55,0.414,3.03,1.34,9.2,0
5438,10.03,0.101,3.26,0.67,9.6,0
6451,8.035,0.08,3.41,0.6,9.4,0
5762,7.88,0.077,3.51,0.54,9.5,0
5944,8.379999999999999,0.076,3.31,0.62,10.7,1
5306,11.32,0.174,3.19,0.7,11.3,1
6273,8.02,0.083,3.26,0.52,9.9,0
5672,8.600000000000001,0.157,3.31,0.91,9.5,1
4982,7.08,0.069,3.44,0.78,10.3,1
6004,8.85,0.069,3.21,0.54,12.3,1
4989,9.37,0.11,2.93,1.95,9.9,1
4986,10.13,0.107,3.14,1.22,9.5,0
6194,7.2299999999999995,0.093,3.2,0.45,9.5,0
6474,8.930000000000001,0.081,3.3,0.78,10.8,1
5519,8.99,0.078,3.28,0.62,9.4,0
5044,6.499999999999999,0.087,3.54,0.52,10.0,0
5186,9.309999999999999,0.091,3.34,0.86,10.6,1
5837,6.83,0.073,3.61,0.54,11.4,0
5698,7.890000000000001,0.082,3.25,0.51,9.4,0
5233,13.125,0.128,3.17,0.84,12.2,1
5354,9.88,0.095,3.37,0.58,10.3,0
5505,9.690000000000001,0.092,3.31,0.53,10.5,1
5064,7.539999999999999,0.085,3.34,0.52,10.2,0
5714,10.5,0.081,3.23,0.58,10.5,1
5907,10.459999999999999,0.116,3.18,0.68,10.9,0
5103,13.840000000000002,0.095,3.2,0.77,10.8,1
5882,13.139999999999999,0.075,3.13,0.63,10.4,0
5055,7.949999999999999,0.071,3.42,0.71,10.5,0
5348,12.98,0.095,3.1,0.61,10.8,1
5207,8.07,0.062,3.41,0.53,9.5,1
5174,7.48,0.077,3.69,0.91,9.4,1
6482,7.460000000000001,0.061,3.29,0.8,11.6,1
6451,8.035,0.08,3.41,0.6,9.4,0
5818,10.379999999999999,0.091,3.24,0.56,10.5,0
5679,7.1,0.114,3.66,0.65,9.8,0
6166,7.62,0.079,3.47,0.55,9.5,1
5038,9.254999999999999,0.09,3.19,0.82,9.6,0
5102,7.79,0.089,3.34,0.56,9.2,1
5976,9.62,0.08,3.27,0.58,11.0,0
5133,7.83,0.097,3.37,0.58,9.0,1
5761,7.88,0.078,3.51,0.53,9.7,0
6323,8.93,0.076,3.26,0.7,9.6,1
5160,8.549999999999999,0.07,3.34,0.57,10.0,0
5748,10.17,0.085,3.28,0.55,9.5,0
5325,10.5,0.077,3.26,0.56,10.6,1
5381,11.559999999999999,0.152,3.04,1.06,9.4,0
6380,8.32,0.114,3.33,0.57,10.3,0
6204,10.709999999999999,0.088,3.29,0.62,10.1,0
5630,8.165,0.092,3.39,0.47,9.6,0
5239,11.5,0.065,3.21,0.87,11.3,1
6246,7.885000000000001,0.078,3.34,0.39,9.5,0
4986,10.13,0.107,3.14,1.22,9.5,0
5127,7.67,0.081,3.46,0.5,11.0,0
6435,6.0600000000000005,0.059,3.5,0.64,10.2,1
5125,9.96,0.089,3.39,0.63,9.8,0
5760,8.24,0.067,3.24,0.44,10.4,0
5131,7.67,0.081,3.46,0.5,11.0,0
5168,8.505,0.087,3.36,0.67,10.7,1
6350,7.199999999999999,0.062,3.35,0.76,11.6,1
6089,7.385,0.166,3.56,0.51,10.8,0
5531,11.255,0.105,3.43,0.64,11.3,0
5049,10.719999999999999,0.61,2.74,2.0,9.4,0
4914,9.34,0.092,3.3,0.75,10.5,1
6060,9.24,0.075,3.14,0.71,11.8,1
5032,8.990000000000002,0.084,3.22,0.55,9.9,1
5157,10.780000000000001,0.085,3.36,0.8,10.5,1
6235,6.5,0.057,3.36,0.45,9.5,0
5269,8.540000000000001,0.056,3.32,0.87,8.7,1
5261,13.590000000000002,0.071,2.99,0.87,10.2,0
5851,11.02,0.052,3.2,0.69,12.1,1
5557,7.959999999999999,0.096,3.41,0.57,11.0,0
6272,7.615,0.267,3.32,0.51,9.8,0
6174,9.3,0.05,3.28,0.56,12.0,0
4999,8.600000000000001,0.075,3.31,0.56,10.4,1
5780,9.0,0.194,3.22,0.78,12.0,1
5148,11.56,0.063,3.22,0.78,10.0,1
5373,10.52,0.087,3.14,0.6,10.2,0
5332,11.360000000000001,0.076,3.15,0.89,9.9,1
5284,8.6,0.088,3.41,0.74,9.2,1
5625,6.99,0.067,3.46,0.68,9.5,0
5837,6.83,0.073,3.61,0.54,11.4,0
6338,7.890000000000001,0.062,3.23,0.73,11.3,1
5093,8.72,0.074,3.25,0.54,9.4,0
6217,10.54,0.414,2.9,1.33,9.1,1
6394,8.5,0.089,3.26,0.59,9.7,0
5580,9.270000000000001,0.078,3.33,0.54,9.8,0
6113,9.530000000000001,0.095,3.26,0.56,11.3,1
6366,8.1,0.062,3.3,0.65,10.0,1
5971,8.95,0.088,3.31,0.58,10.7,1
5478,13.290000000000001,0.089,3.19,0.44,9.6,0
5580,9.270000000000001,0.078,3.33,0.54,9.8,0
5503,9.030000000000001,0.085,3.31,0.59,9.2,1
5865,9.36,0.097,3.13,0.48,9.2,0
